商品ID,賣家ID,商品名稱,品牌,存貨數量,價格,商品文案,折數,可否搭配購買,可否大量批貨購買,選項,歷史銷售量,可否分期付款,是否官方賣家帳號,是否可預購,喜愛數量,商家地點,SKU,評價數量,五星,四星,三星,二星,一星,評分
8760301148,14354015,【喵菜園】 紐西蘭進口紫洋蔥 約1-2顆 (600g ±10%) 冷藏寄件,,93,89,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:紐西蘭進口紫洋蔥^n【規格】:  600g±10%/份^n【產地(國家)】:  紐西蘭^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用，消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：台北富邦0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",136,FALSE,FALSE,FALSE,21,臺北市萬華區,[''],59,57,2,0,0,0,4.966101695
11201799483,14354015,【喵菜園】泰國蘆筍2把(300g ±10%) 冷藏寄件,,53,189,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:台灣好食材泰國蘆筍^n【規格】:  300g±10%/份^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用,消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",147,FALSE,FALSE,FALSE,25,臺北市萬華區,[''],68,67,0,1,0,0,4.970588235
11605800821,14354015,【喵菜園】 白玉苦瓜(550g ±10%) 冷藏寄件,,37,110,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:產地直配白玉苦瓜^n【規格】:  550g±10%/份^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用，消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",63,FALSE,FALSE,FALSE,5,臺北市萬華區,[''],36,36,0,0,0,0,5
9157905844,14354015,【喵菜園】 黃金甜玉米.糯米玉米.水果玉米(2-3條)(約600g±10%) 冷藏寄件,,236,139,"【購買前注意事項】:^n^n【喵菜園】免運門檻公告^n^n親愛的喵粉您好! 非常感謝您長久以來對喵菜園的支持與愛護。^n^n下單請注意非喵喵車配送的區域麻煩請將""冷凍""跟""冷藏""不同溫層的食材分開下單!!!!!!^n^n同一""溫層""同一""地址""滿1800元即可免運，未達門檻運費250元‼️^n^n感謝大家的支持與理解!!^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:產地直送玉米.糯米玉米.水果玉米^n【規格】:  600g±10%/2-3條^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用，消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：台北富邦0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '玉米', 'options': ['白糯米玉米', '紫糯米玉米', '彩虹糯米玉米', '黃金甜玉米', '白龍王水果玉米', '雙色水果玉米'], 'images': ['60909890ec650a39dd0043f39ae757bb', 'cd47612369a7bdd768c3492e53b7b6f1', '11be7376185062e14a53e6e82a24157f', '3766a5f39cc5354cb0d003cd5c17ed71', '9de84f857c0b85275c6e7f1e8f2db5b7', 'b702a936640682b7d193397b5453b443'], 'properties': None, 'type': 0, 'summed_stocks': [0, 0, 69, 37, 86, 44]}]",134,FALSE,FALSE,FALSE,21,臺北市萬華區,"['彩虹糯米玉米', '黃金甜玉米', '白龍王水果玉米', '雙色水果玉米', '白糯米玉米', '紫糯米玉米']",55,54,1,0,0,0,4.981818182
8856629574,14354015,【喵菜園】帶皮蒜頭 (150g ±10%) 冷藏寄件,,31,50,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:台灣好食材帶皮蒜頭^n【規格】:  300g±10%/份^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用,消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",119,FALSE,FALSE,FALSE,7,臺北市萬華區,[''],46,44,2,0,0,0,4.956521739
8954886694,14354015,【喵菜園】 帶土老薑(300g ±10%) 冷藏寄件,,11,55,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】: 帶土老薑^n【規格】:   300g ±10%^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用，消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",89,FALSE,FALSE,FALSE,7,臺北市萬華區,[''],48,46,1,1,0,0,4.9375
9562745699,14354015,【喵菜園】青椒(300g ±10%) 冷藏寄件,,16,59,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:台灣好食材青椒^n【規格】:  300g±10%/份^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用,消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",83,FALSE,FALSE,FALSE,5,臺北市萬華區,[''],36,36,0,0,0,0,5
11403929274,14354015,【喵菜園】 台農66紅肉地瓜/ 台農57黃肉地瓜/ 紫地瓜/栗子地瓜/菱角地瓜 (600g±10%) 冷藏寄件,,456,77,"【購買前注意事項】:^n^n【喵菜園】免運門檻公告^n^n親愛的喵粉您好! 非常感謝您長久以來對喵菜園的支持與愛護。^n^n下單請注意非喵喵車配送的區域麻煩請將""冷凍""跟""冷藏""不同溫層的食材分開下單!!!!!!^n^n同一""溫層""同一""地址""滿1800元即可免運，未達門檻運費250元‼️^n^n感謝大家的支持與理解!!^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】: 台農66紅肉地瓜/ 台農57黃肉地瓜/ 紫地瓜/栗子地瓜/菱角地瓜 ^n【規格】:  600g±10%/份^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】: 非供直接食用之生鮮散裝食品，應充分加熱食用，消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '地瓜', 'options': ['台農66紅肉地瓜', '台農57黃肉地瓜', '紫地瓜', '栗子地瓜', '菱角地瓜'], 'images': ['6ea7840a0d465c3afd2b95255e3be45f', 'ec6dc3ac43a9ae73d916ce5807bc928f', '981b5a71e46a30e477b881787994b7fd', '3a9550e9f4aa24772fe8f3b2f4377509', 'a6d9e97e489b8a9dd8e7744252bc9a28'], 'properties': None, 'type': 0, 'summed_stocks': [92, 85, 88, 95, 96]}]",137,FALSE,FALSE,FALSE,27,臺北市萬華區,"['台農66紅肉地瓜', '台農57黃肉地瓜', '紫地瓜', '栗子地瓜', '菱角地瓜']",40,37,2,1,0,0,4.9
10704896788,14354015,【喵菜園】日本圓茄(600g ±10%) 冷藏寄件,,17,109,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:日本圓茄^n【規格】:  600g ±10%^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用,消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",83,FALSE,FALSE,FALSE,18,臺北市萬華區,[''],33,33,0,0,0,0,5
4889302563,14354015,【喵菜園】 過貓(300g ±10%) 冷藏寄件,,37,80,"【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:台灣好食材過貓^n【規格】:  300g±10%/份^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用，消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",113,FALSE,FALSE,FALSE,27,臺北市萬華區,[''],39,36,1,1,0,1,4.820512821
8460985070,14354015,【喵菜園】 喵菜箱 一般生活蔬菜箱組合D(6人份)（一週份量組） 素食組合 冷藏寄件,,57,1099,"喵小編針對一般家庭開始提供一般蔬菜箱組合❤️^n^n📍照片為示意圖，請參考內文📍^n📍照片為示意圖，請參考內文📍^n^n‼️蔬菜價格會依照當天市場行情波動而更改產品內容或是價格‼️^n^n一箱$1099^t^n^t^t^t^n1.葉菜類隨機    5份隨機/每份(300g ±10%)^t^n2.香菇^t^t一份(150g ±10%)^t^n3.紅蘿蔔^t^t二條(600g ±10%)^t^n4.盒裝玉米筍^t一盒(100g ±10%)^t^n5.黑木耳^t^t一份(300g ±10%)^t^n6.泰國蘆筍^t一把(150g ±10%)^t^n7.白花椰^t^t一顆(500g ±10%)^t^n8.絲瓜^t^t一條(550g ±10%)^t^n9.筊白筍^t^t一份(600g ±10%)^t^n10.高麗菜^t^t一顆(1200g ±10%)^t^n11.白蘿蔔^t^t一顆(800g ±10%)^t^n12.鴻喜菇.美白菇,舞菇三選一^t^t一包(150g ±10%)^t^n13.豆干^t^t一份(300g ±10%))^t^n14.海帶串^t^t一份(300g ±10%))^t^n贈送:^t^t^t^n九層塔150g^t^t^t^n中華豆腐一盒^t300g^t^t^n鹹蛋.皮蛋二選一顆^t^t^t^n^t^t^n【購買前注意事項】:^n^n●喵小編無法保證物流人員不會摔到導致食材受傷!能接受者再下單!^n●本公司有權利依照當天市場行情波動而更改產品內容或是價格‼️^n●喵小編遇上多次物流公司將產品凍傷的狀況，如拆箱有凍傷情況，請務必幫我們於12小時之內拍照回傳!!!^n●宅配碰傷難免，高標無法接受者請勿下單^n^n【配送説明】:^n●完成下單,請保持電話暢通，物流業者將電話聯繫您確認配送時間，並確保與物流業者所約定之時間，有可收受商品之人或指定配送地點有相關冷藏設備可保存商品!!^n●商品僅配送至收貨地址一樓，無協助搬運上樓!!!^n●賣場滿1800免運限同一地址同一運送方式,冷凍冷藏不同溫層無法一同寄件^n【商品不適用鑑賞期說明】:^n●依據消費者保護法之規定，食品類商品屬於易於腐敗、保存期限較短之商品，如生鮮、冷凍、冷藏、即期品(效期兩個月內)等，將無法享有猶豫期之權利且不得辦理退貨，非常溫保存之商品，因消費者保存方式不當導致腐敗，基於食品安全，亦同。^n●如有瑕疵、退換貨等相關問題，請先於收到商品的12小時内拍照存證，並聊聊蝦皮客服^n^n●網頁商品會因為使用不同的品牌螢幕以及解析度不同，造成圖片顏色呈現略有不同，請以實品顏色為準^n^n【商品名稱】:台灣好食材喵菜箱  蔬菜箱組合D^n【規格】:  7470g±10%/份^n【產地(國家)】:  台灣^n【保存期限】: 3-5天^n【有效日期說明】:  非供直接食用之生鮮散裝食品，應充分加熱食用,消費者收受日起即須盡速食用完畢^n【保存方法】:  冷藏^n【成份】:  無^n【豬肉原物料產地】:(以屠宰地為原產地)：無^n【豬肉保存方式】:   (常溫 冷藏 冷凍)：無^n【營養標示】:  無^n製造廠商或國內負責廠商名稱：喵菜園蔬果行^n製造廠商或國內負責廠商地址：台北市萬華區民和街80巷16號^n製造廠商或國內負責廠商電話：02-2305-7712^n食品業者登錄字號：A-200195826-00000-0 ^n產品責任險：0525字第21AML0002874號",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",43,FALSE,FALSE,FALSE,46,臺北市萬華區,[''],30,28,2,0,0,0,4.933333333
