label,product_SKU,
300,[''],
301,[''],
302,[''],
303,[''],
304,[''],
305,[''],
306,[''],
307,[None],
308,[''],
309,[''],
310,[''],
311,[''],
312,[''],
313,[''],
314,[None],
315,[None],
316,[''],
317,[''],
318,[''],
319,[''],
320,[None],
321,[''],
322,[''],
323,[''],
324,[None],
325,[''],
326,[None],
327,[''],
328,[None],
329,[''],
330,[''],
331,[''],
332,[''],
333,[''],
334,[''],
335,[''],
336,[''],
337,[''],
338,[''],
339,[''],
340,[''],
341,[''],
342,[''],
343,[''],
344,[''],
345,[''],
346,[''],
347,[''],
348,[''],
349,[''],
350,[''],
351,[''],
352,[''],
353,[''],
354,[''],
355,[''],
356,[''],
357,[''],
358,[''],
359,[''],
360,[''],
361,[''],
362,[''],
363,[''],
364,[''],
365,[None],
366,[''],
367,[''],
368,[''],
369,[''],
370,[''],
371,[''],
372,[''],
373,[''],
374,[''],
375,[''],
376,[''],
377,[''],
378,[''],
379,[''],
380,[''],
381,[''],
382,[None],
383,[''],
384,[None],
385,[None],
386,[''],
387,[''],
388,[''],
389,[''],
390,[''],
391,[''],
392,[''],
393,[''],
394,[''],
395,[''],
396,[''],
397,[''],
398,[''],
399,[''],
400,[''],
401,[''],
402,[''],
403,[''],
404,[''],
405,[''],
406,[''],
407,[''],
408,[''],
409,[''],
410,[''],
411,[''],
412,[''],
413,[''],
414,[''],
415,[''],
416,[''],
417,[''],
418,[''],
419,[''],
420,[''],
421,[''],
422,[''],
423,[''],
424,[''],
425,[''],
426,[''],
427,[''],
428,[''],
429,[''],
430,[''],
431,[''],
432,[''],
433,[''],
434,[''],
435,[''],
436,[''],
437,[''],
438,[''],
439,[''],
440,[''],
441,[''],
442,[''],
443,[''],
444,[''],
445,[''],
446,[''],
447,[''],
448,[''],
449,[''],
450,[''],
451,[''],
452,[''],
453,[''],
454,[''],
455,[''],
456,[''],
457,[''],
458,[''],
459,[''],
460,[''],
461,[''],
462,[''],
463,[''],
464,[''],
465,[''],
466,[''],
467,[''],
468,[''],
469,[''],
470,[''],
471,[''],
472,[''],
473,[''],
474,[''],
475,[None],
476,[''],
477,[''],
478,[''],
479,[None],
480,[None],
481,[None],
482,[''],
483,[None],
484,[''],
485,[''],
486,[''],
487,[''],
488,[''],
489,[''],
490,[None],
491,[''],
492,[''],
493,[''],
494,[''],
495,[''],
496,[''],
497,[None],
498,[''],
499,[''],
500,[''],
501,[''],
502,[''],
503,[''],
504,[''],
505,[''],
506,[''],
507,[''],
508,[''],
509,[''],
510,[''],
511,[''],
512,[''],
513,[''],
514,[''],
515,[''],
516,[''],
517,[''],
518,[''],
519,[''],
520,[''],
521,[''],
522,[''],
523,[''],
524,[''],
525,[''],
526,[''],
527,[''],
528,[''],
529,[''],
530,[''],
531,[None],
532,[''],
533,[''],
534,[''],
535,[''],
536,[''],
537,[''],
538,[''],
539,[''],
540,[''],
541,[''],
542,[''],
543,[''],
544,[''],
545,[''],
546,[''],
547,[''],
548,[''],
549,[''],
550,[''],
551,[''],
552,[''],
553,[''],
554,[''],
555,[''],
556,[''],
557,[''],
558,[''],
559,[''],
560,[''],
561,[''],
562,[''],
563,[''],
564,[''],
565,[''],
566,[''],
567,[''],
568,[''],
569,[''],
570,[''],
571,[''],
572,[''],
573,[''],
574,[''],
575,[''],
576,[''],
577,[''],
578,[''],
579,[''],
580,[''],
581,[''],
582,[''],
583,[''],
584,[''],
585,[''],
586,[''],
587,[''],
588,[''],
589,[''],
590,[''],
591,[''],
592,[''],
593,[''],
594,[''],
595,[''],
596,[''],
597,[''],
598,[''],
599,[''],
600,[''],
601,[''],
602,[''],
603,[''],
604,[''],
605,[''],
606,[None],
607,[''],
608,[None],
609,[''],
610,[None],
611,[''],
612,[''],
613,[None],
614,[None],
615,[None],
616,[None],
617,[None],
618,[None],
619,[None],
620,[''],
621,[None],
622,[''],
623,[''],
624,[''],
625,[''],
626,[None],
627,[None],
628,[None],
629,[''],
630,[None],
631,[''],
632,[''],
633,[''],
634,[''],
635,[''],
636,[''],
637,[''],
638,[''],
639,[None],
640,[''],
641,[None],
642,[''],
643,[''],
644,[None],
645,[''],
646,[None],
647,[''],
648,[None],
649,[''],
650,[''],
651,[''],
652,[''],
653,[''],
654,[''],
655,[''],
656,[''],
657,[''],
658,[None],
659,[''],
660,[''],
661,[''],
662,[''],
663,[''],
664,[''],
665,[''],
666,[''],
667,[None],
668,[''],
669,[None],
670,[''],
671,[''],
672,[''],
673,[''],
674,[None],
675,[''],
676,[None],
677,[''],
678,[None],
679,[None],
680,[None],
681,[''],
682,[''],
683,[''],
684,[''],
685,[''],
686,[''],
687,[''],
688,[''],
689,[''],
690,[''],
691,[''],
692,[''],
693,[''],
694,[''],
695,[''],
696,[''],
697,[''],
698,[''],
699,[''],
700,[''],
701,[''],
702,[''],
703,[''],
704,[''],
705,[''],
706,[''],
707,[''],
708,[''],
709,[''],
710,[''],
711,[''],
712,[''],
713,[''],
714,[''],
715,[''],
716,[''],
717,[''],
718,[''],
719,[''],
720,[''],
721,[''],
722,[''],
723,[''],
724,[''],
725,[''],
726,[''],
727,[''],
728,[''],
729,[''],
730,[''],
731,[''],
732,[''],
733,[''],
734,[''],
735,[''],
736,[''],
737,[''],
738,[''],
739,[''],
740,[''],
741,[''],
742,[''],
743,[''],
744,[''],
745,[''],
746,[''],
747,[''],
748,[''],
749,[''],
750,[''],
751,[''],
752,[''],
753,[''],
754,[''],
755,[''],
756,[''],
757,[''],
758,[None],
759,[''],
760,[''],
761,[None],
762,[''],
763,[None],
764,[''],
765,[None],
766,[''],
767,[''],
768,[''],
769,[''],
770,[''],
771,[''],
772,[''],
773,[''],
774,[''],
775,[''],
776,[''],
777,[''],
778,[''],
779,[''],
780,[''],
781,[''],
782,[''],
783,[''],
784,[''],
785,[''],
786,[''],
787,[''],
788,[''],
789,[''],
790,[None],
791,[None],
792,[''],
793,[''],
794,[''],
795,[''],
796,[None],
797,[''],
798,[''],
799,[''],
800,[''],
801,[''],
802,[''],
803,[''],
804,[''],
805,[''],
806,[''],
807,[''],
808,[''],
809,[''],
810,[None],
811,[None],
812,[''],
813,[''],
814,[''],
815,[None],
816,[''],
817,[''],
818,[''],
819,[''],
820,[''],
821,[''],
822,[''],
823,[''],
824,[''],
825,[''],
826,[''],
827,[''],
828,[''],
829,[''],
830,[''],
831,[''],
832,[''],
833,[''],
834,[None],
835,[''],
836,[None],
837,[''],
838,[''],
839,[''],
840,[''],
841,[''],
842,[''],
843,[''],
844,[''],
845,[''],
846,[''],
847,[''],
848,[''],
849,[''],
850,[''],
851,[''],
852,[''],
853,[''],
854,[''],
855,[''],
856,[''],
857,[''],
858,[''],
859,[''],
860,[''],
861,[''],
862,[''],
863,[''],
864,[''],
865,[''],
866,[''],
867,[None],
868,[None],
869,[''],
870,[''],
871,[''],
872,[''],
873,[None],
874,[''],
875,[None],
876,[''],
877,[''],
878,[''],
879,[''],
880,[''],
881,[''],
882,[''],
883,[''],
884,[''],
885,[''],
886,[''],
887,[''],
888,[''],
889,[''],
890,[''],
891,[''],
892,[''],
893,[''],
894,[''],
895,[''],
896,[''],
897,[''],
898,[''],
899,[''],
900,[''],
901,[''],
902,[''],
903,[''],
904,[''],
905,[''],
906,[''],
907,[''],
908,[''],
909,[''],
910,[''],
911,[''],
912,[''],
913,[''],
914,[''],
915,[''],
916,[''],
917,[''],
918,[''],
919,[''],
920,[''],
921,[''],
922,[''],
923,[''],
924,[''],
925,[''],
926,[''],
927,[''],
928,[None],
929,[''],
930,[''],
931,[None],
932,[None],
933,[''],
934,[''],
935,[''],
936,[''],
937,[None],
938,[''],
939,[None],
940,[None],
941,[''],
942,[''],
943,[''],
944,[None],
945,[''],
946,[''],
947,[''],
948,[''],
949,[''],
950,[''],
951,[''],
952,[''],
953,[''],
954,[None],
955,[None],
956,[''],
957,[''],
958,[None],
959,[None],
960,[None],
961,[None],
962,[''],
963,[None],
964,[''],
965,[''],
966,[None],
967,[''],
968,[None],
969,[None],
970,[''],
971,[None],
972,[None],
973,[None],
974,[None],
975,[''],
976,[None],
977,[None],
978,[None],
979,[None],
980,[''],
981,[''],
982,[None],
983,[''],
984,[''],
985,[''],
986,[''],
987,[''],
988,[''],
989,[''],
990,[''],
991,[None],
992,[None],
993,[None],
994,[None],
995,[None],
996,[None],
997,[''],
998,[''],
999,[None],
1000,[''],
1001,[''],
1002,[''],
1003,[''],
1004,[''],
1005,[None],
1006,[''],
1007,[''],
1008,[''],
1009,[None],
1010,[''],
1011,[''],
1012,[''],
1013,[''],
1014,[''],
1015,[''],
1016,[''],
1017,[''],
1018,[None],
1019,[''],
1020,[''],
1021,[''],
1022,[''],
1023,[''],
1024,[''],
1025,[''],
1026,[''],
1027,[''],
1028,[''],
1029,[''],
1030,[''],
1031,[''],
1032,[''],
1033,[''],
1034,[''],
1035,[''],
1036,[''],
1037,[''],
1038,[None],
1039,[''],
1040,[''],
1041,[None],
1042,[''],
1043,[''],
1044,[''],
1045,[''],
1046,[''],
1047,[''],
1048,[''],
1049,[None],
1050,[''],
1051,"['紫色,S']",
1052,"['紫色,M']",
1053,"['紫色,M']",
1054,"['紫色,M']",
1055,"['紫色,M']",
1056,"['紫色,S']",
1057,"['紫色,M']",
1058,"['紫色,M']",
1059,"['紫色,M']",
1060,"['紫色,L']",
1061,"['紫色,S']",
1062,"['紫色,S']",
1063,"['紫色,M']",
1064,"['紫色,S']",
1065,"['紫色,M']",
1066,"['紫色,M']",
1067,"['紫色,M']",
1068,"['紫色,M']",
1069,"['紫色,L']",
1070,"['紫色,M']",
1071,"['紫色,S']",
1072,"['紫色,S']",
1073,"['紫色,M']",
1074,"['紫色,M']",
1075,"['紫色,M']",
1076,"['紫色,M']",
1077,"['紫色,M']",
1078,"['紫色,M']",
1079,"['紫色,S']",
1080,"['紫色,M']",
1081,"['紫色,M']",
1082,"['紫色,S']",
1083,"['紫色,S']",
1084,"['紫色,S']",
1085,"['紫色,S']",
1086,"['紫色,M']",
1087,"['紫色,M']",
1088,"['紫色,S']",
1089,"['紫色,S']",
1090,"['紫色,S']",
1091,"['紫色,M']",
1092,"['紫色,S']",
1093,"['紫色,S']",
1094,"['紫色,S']",
1095,"['紫色,S']",
1096,"['紫色,S']",
1097,"['紫色,S']",
1098,"['紫色,M']",
1099,"['紫色,S']",
1100,"['紫色,M']",
1101,[''],
1102,[''],
1103,[''],
1104,[''],
1105,[''],
1106,[None],
1107,[''],
1108,[None],
1109,[None],
1110,[''],
1111,[''],
1112,[''],
1113,[''],
1114,[''],
1115,[''],
1116,[''],
1117,[''],
1118,[''],
1119,[None],
1120,[''],
1121,[None],
1122,[None],
1123,[None],
1124,[''],
1125,[''],
1126,[''],
1127,[''],
1128,[''],
1129,[''],
1130,[''],
1131,[''],
1132,[''],
1133,[''],
1134,[''],
1135,[''],
1136,[''],
1137,[None],
1138,[None],
1139,[''],
1140,[None],
1141,[''],
1142,[''],
1143,[''],
1144,[''],
1145,[''],
1146,[''],
1147,[''],
1148,[''],
1149,[''],
1150,[''],
1151,[''],
1152,[''],
1153,[''],
1154,[''],
1155,[''],
1156,[''],
1157,[''],
1158,[''],
1159,[''],
1160,[''],
1161,[''],
1162,[''],
1163,[''],
1164,[''],
1165,[''],
1166,[''],
1167,[''],
1168,[''],
1169,[''],
1170,[''],
1171,[''],
1172,[''],
1173,[''],
1174,[''],
1175,[''],
1176,[''],
1177,[''],
1178,[''],
1179,[''],
1180,[''],
1181,[''],
1182,[''],
1183,[''],
1184,[''],
1185,[''],
1186,[''],
1187,[''],
1188,[''],
1189,[''],
1190,[''],
1191,[''],
1192,[''],
1193,[''],
1194,[''],
1195,[''],
1196,[''],
1197,[''],
1198,[''],
1199,[''],
1200,[''],
1201,[''],
1202,[''],
1203,[''],
1204,[''],
1205,[''],
1206,[''],
1207,[''],
1208,[None],
1209,[None],
1210,[None],
1211,[''],
1212,[None],
1213,[''],
1214,[None],
1215,[None],
1216,[''],
1217,[''],
1218,[''],
1219,[None],
1220,[''],
1221,[None],
1222,[''],
1223,[None],
1224,[None],
1225,[None],
1226,[None],
1227,[None],
1228,[''],
1229,[None],
1230,[''],
1231,[''],
1232,[''],
1233,[''],
1234,[''],
1235,[''],
1236,[''],
1237,[''],
1238,[''],
1239,[''],
1240,[''],
1241,[''],
1242,[''],
1243,[''],
1244,[None],
1245,[''],
1246,[''],
1247,[''],
1248,[None],
1249,[''],
1250,[''],
1251,[''],
1252,[''],
1253,[''],
1254,[''],
1255,[''],
1256,[''],
1257,[''],
1258,[''],
1259,[''],
1260,[''],
1261,[''],
1262,[''],
1263,[''],
1264,[''],
1265,[''],
1266,[''],
1267,[''],
1268,[''],
1269,[''],
1270,[''],
1271,[''],
1272,[''],
1273,[''],
1274,[''],
1275,[''],
1276,[''],
1277,[''],
1278,[''],
1279,[''],
1280,[''],
1281,[''],
1282,[''],
1283,[''],
1284,[''],
1285,[''],
1286,[''],
1287,[''],
1288,[''],
1289,[''],
1290,[''],
1291,[''],
1292,[''],
1293,[''],
1294,[''],
1295,[''],
1296,[''],
1297,[''],
1298,[''],
1299,[''],
1300,[''],
1301,[''],
1302,[''],
1303,[None],
1304,[''],
1305,[''],
1306,[None],
1307,[''],
1308,[''],
1309,[None],
1310,[''],
1311,[None],
1312,[''],
1313,[''],
1314,[''],
1315,[''],
1316,[''],
1317,[''],
1318,[''],
1319,[''],
1320,[''],
1321,[''],
1322,[''],
1323,[''],
1324,[''],
1325,[''],
1326,[''],
1327,[''],
1328,[''],
1329,[''],
1330,[''],
1331,[''],
1332,[''],
1333,[''],
1334,[''],
1335,[''],
1336,[''],
1337,[''],
1338,[''],
1339,[''],
1340,[''],
1341,[''],
1342,[''],
1343,[''],
1344,[''],
1345,[''],
1346,[''],
1347,[''],
1348,[''],
1349,[''],
1350,[''],
1351,[''],
1352,[None],
1353,[''],
1354,[''],
1355,[''],
1356,[''],
1357,[''],
1358,[''],
1359,[''],
1360,[''],
1361,[''],
1362,[None],
1363,[''],
1364,[''],
1365,[''],
1366,[''],
1367,[''],
1368,[''],
1369,[''],
1370,[''],
1371,[''],
1372,[''],
1373,[''],
1374,[''],
1375,[''],
1376,[''],
1377,[''],
1378,[None],
1379,[''],
1380,[None],
1381,[''],
1382,[''],
1383,[''],
1384,[''],
1385,[''],
1386,[''],
1387,[''],
1388,[''],
1389,[''],
1390,[''],
1391,[''],
1392,[''],
1393,[''],
1394,[''],
1395,[''],
1396,[''],
1397,[''],
1398,[''],
1399,[''],
1400,[''],
1401,[''],
1402,[''],
1403,[''],
1404,[''],
1405,[''],
1406,[''],
1407,[''],
1408,[''],
1409,[''],
1410,[''],
1411,[''],
1412,[''],
1413,[''],
1414,[''],
1415,[None],
1416,[None],
1417,[''],
1418,[''],
1419,[None],
1420,[''],
1421,[''],
1422,[''],
1423,[None],
1424,[''],
1425,[''],
1426,[''],
1427,[''],
1428,[''],
1429,[''],
1430,[''],
1431,[''],
1432,[''],
1433,[''],
1434,[''],
1435,[''],
1436,[''],
1437,[None],
1438,[''],
1439,[''],
1440,[''],
1441,[''],
1442,[None],
1443,[None],
1444,[''],
1445,[''],
1446,[''],
1447,[''],
1448,[None],
1449,[''],
1450,[''],
1451,[''],
1452,[''],
1453,[''],
1454,[''],
1455,[''],
1456,[''],
1457,[''],
1458,[''],
1459,[''],
1460,[''],
1461,[''],
1462,[''],
1463,[''],
1464,[''],
1465,[''],
1466,[''],
1467,[''],
1468,[''],
1469,[''],
1470,[''],
1471,[''],
1472,[''],
1473,[''],
1474,[''],
1475,[''],
1476,[''],
1477,[''],
1478,[''],
1479,[''],
1480,[''],
1481,[''],
1482,[''],
1483,[''],
1484,[''],
1485,[''],
1486,[''],
1487,[''],
1488,[''],
1489,[''],
1490,[''],
1491,[''],
1492,[''],
1493,[''],
1494,[''],
1495,[''],
1496,[''],
1497,[''],
1498,[''],
1499,[''],
1500,[''],
1501,[''],
1502,[''],
1503,[None],
1504,[''],
1505,[''],
1506,[''],
1507,[''],
1508,[''],
1509,[''],
1510,[''],
1511,[''],
1512,[''],
1513,[''],
1514,[''],
1515,[''],
1516,[None],
1517,[''],
1518,[''],
1519,[''],
1520,[''],
1521,[''],
1522,[''],
1523,[''],
1524,[''],
1525,[''],
1526,[''],
1527,[''],
1528,[''],
1529,[''],
1530,[''],
1531,[''],
1532,[''],
1533,[''],
1534,[''],
1535,[''],
1536,[''],
1537,[''],
1538,[''],
1539,[None],
1540,[''],
1541,[''],
1542,[''],
1543,[''],
1544,[''],
1545,[''],
1546,[''],
1547,[''],
1548,[''],
1549,[''],
1550,[''],
1551,[None],
1552,[''],
1553,[''],
1554,[None],
1555,[''],
1556,[''],
1557,[''],
1558,[''],
1559,[''],
1560,[None],
1561,[''],
1562,[''],
1563,[''],
1564,[''],
1565,[''],
1566,[''],
1567,[''],
1568,[''],
1569,[''],
1570,[''],
1571,[None],
1572,[None],
1573,[None],
1574,[None],
1575,[None],
1576,[None],
1577,[None],
1578,[''],
1579,[None],
1580,[None],
1581,[None],
1582,[''],
1583,[''],
1584,[None],
1585,[None],
1586,[''],
1587,[None],
1588,[''],
1589,[''],
1590,[None],
1591,[''],
1592,[''],
1593,[''],
1594,[''],
1595,[None],
1596,[None],
1597,[''],
1598,[''],
1599,[''],
1600,[None],
1601,[''],
1602,[''],
1603,[''],
1604,[''],
1605,[None],
1606,[None],
1607,[''],
1608,[''],
1609,[''],
1610,[''],
1611,[''],
1612,[''],
1613,[''],
1614,[''],
1615,[''],
1616,[''],
1617,[''],
1618,[''],
1619,[''],
1620,[''],
1621,[''],
1622,[''],
1623,[''],
1624,[''],
1625,[''],
1626,[''],
1627,[''],
1628,[''],
1629,[''],
1630,[''],
1631,[''],
1632,[''],
1633,[''],
1634,[None],
1635,[''],
1636,[''],
1637,[None],
1638,[None],
1639,[''],
1640,[''],
1641,[''],
1642,[''],
1643,[''],
1644,[''],
1645,[''],
1646,[''],
1647,[''],
1648,[''],
1649,[''],
1650,[''],
1651,[''],
1652,[''],
1653,[''],
1654,[''],
1655,[''],
1656,[''],
1657,[''],
1658,[''],
1659,[''],
1660,[''],
1661,[''],
1662,[''],
1663,[''],
1664,[''],
1665,[''],
1666,[''],
1667,[''],
1668,[''],
1669,[''],
1670,[''],
1671,[''],
1672,[''],
1673,[''],
1674,[''],
1675,[''],
1676,[''],
1677,[''],
1678,[''],
1679,[''],
1680,[''],
1681,[''],
1682,[''],
1683,[''],
1684,[''],
1685,[''],
1686,[''],
1687,[''],
1688,[''],
1689,[''],
1690,[''],
1691,[''],
1692,[''],
1693,[None],
1694,[None],
1695,[''],
1696,[''],
1697,[None],
1698,[''],
1699,[None],
1700,[None],
1701,[''],
1702,[''],
1703,[''],
1704,[''],
1705,[''],
1706,[''],
1707,[''],
1708,[''],
1709,[''],
1710,[''],
1711,[''],
1712,[''],
1713,[''],
1714,[''],
1715,[''],
1716,[''],
1717,[''],
1718,[''],
1719,[None],
1720,[None],
1721,[None],
1722,[''],
1723,[''],
1724,[''],
1725,[None],
1726,[''],
1727,[''],
1728,[''],
1729,[''],
1730,[''],
1731,[''],
1732,[None],
1733,[''],
1734,[''],
1735,[''],
1736,[None],
1737,[''],
1738,[''],
1739,[None],
1740,[None],
1741,[''],
1742,[''],
1743,[None],
1744,[''],
1745,[''],
1746,[''],
1747,[''],
1748,[''],
1749,[''],
1750,[''],
1751,[''],
1752,[''],
1753,[''],
1754,[''],
1755,[''],
1756,[None],
1757,[''],
1758,[''],
1759,[''],
1760,[''],
1761,[None],
1762,[None],
1763,[None],
1764,[''],
1765,[None],
1766,[None],
1767,[None],
1768,[''],
1769,[None],
1770,[None],
1771,[None],
1772,[''],
1773,[None],
1774,[''],
1775,[''],
1776,[''],
1777,[''],
1778,[''],
1779,[''],
1780,[''],
1781,[None],
1782,[''],
1783,[''],
1784,[''],
1785,[None],
1786,[''],
1787,[''],
1788,[None],
1789,[None],
1790,[''],
1791,[None],
1792,[None],
1793,[''],
1794,[''],
1795,[''],
1796,[''],
1797,[''],
1798,[''],
1799,[''],
1800,[''],
1801,[''],
1802,[''],
1803,[''],
1804,[''],
1805,[None],
1806,[None],
1807,[''],
1808,[''],
1809,[''],
1810,[''],
1811,[''],
1812,[None],
1813,[''],
1814,[''],
1815,[None],
1816,[None],
1817,[None],
1818,[''],
1819,[None],
1820,[''],
1821,[''],
1822,[''],
1823,[''],
1824,[''],
1825,[''],
1826,[''],
1827,[''],
1828,[''],
1829,[''],
1830,[''],
1831,[''],
1832,[''],
1833,[''],
1834,[''],
1835,[''],
1836,[''],
1837,[''],
1838,[''],
1839,[''],
1840,[''],
1841,[''],
1842,[''],
1843,[''],
1844,[''],
1845,[''],
1846,[''],
1847,[''],
1848,[''],
1849,[''],
1850,[''],
1851,[''],
1852,[''],
1853,[''],
1854,[''],
1855,[''],
1856,[''],
1857,[''],
1858,[''],
1859,[''],
1860,[''],
1861,[''],
1862,[''],
1863,[''],
1864,[None],
1865,[''],
1866,[''],
1867,[''],
1868,[''],
1869,[''],
1870,[''],
1871,[''],
1872,[''],
1873,[''],
1874,[''],
1875,[''],
1876,[''],
1877,[''],
1878,[''],
1879,[''],
1880,[''],
1881,[''],
1882,[''],
1883,[''],
1884,[''],
1885,[''],
1886,[''],
1887,[''],
1888,[''],
1889,[''],
1890,[''],
1891,[''],
1892,[''],
1893,[''],
1894,[''],
1895,[''],
1896,[''],
1897,[''],
1898,[''],
1899,[''],
1900,[''],
1901,[''],
1902,[''],
1903,[''],
1904,[''],
1905,[''],
1906,[''],
1907,[''],
1908,[''],
1909,[None],
1910,[''],
1911,[''],
1912,[''],
1913,[''],
1914,[''],
1915,[''],
1916,[''],
1917,[''],
1918,[''],
1919,[''],
1920,[''],
1921,[''],
1922,[''],
1923,[''],
1924,[''],
1925,[''],
1926,[''],
1927,[''],
1928,[''],
1929,[''],
1930,[None],
1931,[''],
1932,[''],
1933,[''],
1934,[''],
1935,[''],
1936,[''],
1937,[''],
1938,[''],
1939,[''],
1940,[''],
1941,[''],
1942,[''],
1943,[''],
1944,[''],
1945,[None],
1946,[''],
1947,[''],
1948,[''],
1949,[''],
1950,[''],
1951,[''],
1952,[''],
1953,[''],
1954,[''],
1955,[''],
1956,[''],
1957,[''],
1958,[''],
1959,[''],
1960,[''],
1961,[''],
1962,[''],
1963,[''],
1964,[''],
1965,[''],
1966,[''],
1967,[None],
1968,[''],
1969,[''],
1970,[''],
1971,[''],
1972,[''],
1973,[''],
1974,[''],
1975,[''],
1976,[None],
1977,[''],
1978,[''],
1979,[''],
1980,[''],
1981,[''],
1982,[''],
1983,[''],
1984,[''],
1985,[''],
1986,[''],
1987,[''],
1988,[''],
1989,[''],
1990,[''],
1991,[''],
1992,[''],
1993,[''],
1994,[''],
1995,[''],
1996,[''],
1997,[''],
1998,[''],
1999,[''],
2000,[''],
2001,[''],
2002,[''],
2003,[''],
2004,[''],
2005,[''],
2006,[''],
2007,[''],
2008,[''],
2009,[''],
2010,[''],
2011,[None],
2012,[''],
2013,[''],
2014,[''],
2015,[''],
2016,[''],
2017,[''],
2018,[None],
2019,[''],
2020,[''],
2021,[''],
2022,[None],
2023,[''],
2024,[None],
2025,[''],
2026,[''],
2027,[''],
2028,[None],
2029,[''],
2030,[''],
2031,[None],
2032,[None],
2033,[''],
2034,[''],
2035,[''],
2036,[None],
2037,[None],
2038,[''],
2039,[''],
2040,[''],
2041,[''],
2042,[''],
2043,[''],
2044,[''],
2045,[''],
2046,[''],
2047,[''],
2048,[''],
2049,[''],
2050,[None],
2051,[None],
2052,[None],
2053,[None],
2054,[''],
2055,[None],
2056,[''],
2057,[None],
2058,[None],
2059,[None],
2060,[''],
2061,[''],
2062,[''],
2063,[''],
2064,[''],
2065,[''],
2066,[''],
2067,[None],
2068,[None],
2069,[None],
2070,[''],
2071,[''],
2072,[''],
2073,[''],
2074,[None],
2075,[''],
2076,[''],
2077,[''],
2078,[None],
2079,[''],
2080,[''],
2081,[None],
2082,[None],
2083,[''],
2084,[''],
2085,[None],
2086,[''],
2087,[''],
2088,[''],
2089,[''],
2090,[''],
2091,[None],
2092,[''],
2093,[''],
2094,[''],
2095,[''],
2096,[''],
2097,[None],
