label,itemid,
209,5417061858,
210,5417061858,
211,5417061858,
212,5417061858,
213,5417061858,
214,5417061858,
215,5417061858,
216,5417061858,
217,5417061858,
218,5417061858,
219,5417061858,
220,5417061858,
221,5417061858,
222,5417061858,
223,5417061858,
224,5417061858,
225,5417061858,
226,5417061858,
227,5417061858,
228,5417061858,
229,5417061858,
230,5417061858,
231,5417061858,
232,5417061858,
233,5417061858,
234,5417061858,
235,5417061858,
236,5417061858,
237,5417061858,
238,5417061858,
239,5417061858,
240,5417061858,
241,5417061858,
242,5417061858,
243,5417061858,
244,5417061858,
245,5417061858,
246,5417061858,
247,5417061858,
248,5417061858,
249,5417061858,
250,5417061858,
251,6832996420,
252,6832996420,
253,6832996420,
254,6832996420,
255,6832996420,
256,6832996420,
257,6832996420,
258,6832996420,
259,6832996420,
260,6832996420,
261,6832996420,
262,6832996420,
263,6832996420,
264,6832996420,
265,6832996420,
266,6832996420,
267,6832996420,
268,6832996420,
269,6832996420,
270,6832996420,
271,6832996420,
272,6832996420,
273,6832996420,
274,6832996420,
275,6832996420,
276,6832996420,
277,6832996420,
278,6832996420,
279,6832996420,
280,6832996420,
281,6832996420,
282,6832996420,
283,6832996420,
284,6832996420,
285,6832996420,
286,6832996420,
287,6832996420,
288,6832996420,
289,6832996420,
290,6832996420,
291,6832996420,
292,6832996420,
293,6832996420,
294,6832996420,
295,6832996420,
296,6832996420,
297,6832996420,
298,6832996420,
299,6832996420,
300,6832996420,
301,4732974708,
302,4732974708,
303,4732974708,
304,4732974708,
305,4732974708,
306,4732974708,
307,4732974708,
308,4732974708,
309,4732974708,
310,4732974708,
311,4732974708,
312,4732974708,
313,4732974708,
314,4732974708,
315,4732974708,
316,4732974708,
317,4732974708,
318,4732974708,
319,4732974708,
320,4732974708,
321,4732974708,
322,4732974708,
323,4732974708,
324,4732974708,
325,4732974708,
326,4732974708,
327,4732974708,
328,4732974708,
329,4732974708,
330,4732974708,
331,4732974708,
332,4732974708,
333,4732974708,
334,4732974708,
335,4732974708,
336,4732974708,
337,4732974708,
338,4732974708,
339,4732974708,
340,4732974708,
341,4732974708,
342,4732974708,
343,4732974708,
344,4732974708,
345,4732974708,
346,4732974708,
347,4732974708,
348,4732974708,
349,4732974708,
350,4732974708,
351,4139024308,
352,4139024308,
353,4139024308,
354,4139024308,
355,4139024308,
356,4139024308,
357,4139024308,
358,4139024308,
359,4139024308,
360,4139024308,
361,4139024308,
362,4139024308,
363,4139024308,
364,4139024308,
365,4139024308,
366,4139024308,
367,4139024308,
368,4139024308,
369,4139024308,
370,4139024308,
371,4139024308,
372,4139024308,
373,4139024308,
374,4139024308,
375,4139024308,
376,4139024308,
377,4139024308,
378,4139024308,
379,4139024308,
380,4139024308,
381,4139024308,
382,4139024308,
383,4139024308,
384,4139024308,
385,4139024308,
386,4139024308,
387,4139024308,
388,4139024308,
389,4139024308,
390,4139024308,
391,4139024308,
392,4139024308,
393,4139024308,
394,4139024308,
395,4139024308,
396,4139024308,
397,4139024308,
398,4139024308,
399,4139024308,
400,4139024308,
401,5870990286,
402,5870990286,
403,5870990286,
404,5870990286,
405,5870990286,
406,5870990286,
407,5870990286,
408,5870990286,
409,5870990286,
410,5870990286,
411,5870990286,
412,5870990286,
413,5870990286,
414,5870990286,
415,5870990286,
416,5870990286,
417,5870990286,
418,5870990286,
419,5870990286,
420,5870990286,
421,5870990286,
422,5870990286,
423,5870990286,
424,5870990286,
425,5870990286,
426,5870990286,
427,5870990286,
428,5870990286,
429,5870990286,
430,5870990286,
431,5870990286,
432,5870990286,
433,5870990286,
434,5870990286,
435,5870990286,
436,5870990286,
437,5870990286,
438,5870990286,
439,5870990286,
440,5870990286,
441,5870990286,
442,5870990286,
443,5870990286,
444,5870990286,
445,5870990286,
446,5870990286,
447,5870990286,
448,5870990286,
449,5870990286,
450,5870990286,
451,5235343176,
452,5235343176,
453,5235343176,
454,5235343176,
455,5235343176,
456,5235343176,
457,5235343176,
458,5235343176,
459,5235343176,
460,5235343176,
461,5235343176,
462,5235343176,
463,5235343176,
464,5235343176,
465,5235343176,
466,5235343176,
467,5235343176,
468,5235343176,
469,5235343176,
470,5235343176,
471,5235343176,
472,5235343176,
473,5235343176,
474,5235343176,
475,5235343176,
476,5235343176,
477,5235343176,
478,5235343176,
479,5235343176,
480,5235343176,
481,5235343176,
482,5235343176,
483,5235343176,
484,5235343176,
485,5235343176,
486,5235343176,
487,5235343176,
488,5235343176,
489,5235343176,
490,5235343176,
491,5235343176,
492,5235343176,
493,5235343176,
494,5235343176,
495,5235343176,
496,5235343176,
497,5235343176,
498,5235343176,
499,5235343176,
500,5235343176,
501,4232997838,
502,4232997838,
503,4232997838,
504,4232997838,
505,4232997838,
506,4232997838,
507,4232997838,
508,4232997838,
509,4232997838,
510,4232997838,
511,4232997838,
512,4232997838,
513,4232997838,
514,4232997838,
515,4232997838,
516,4232997838,
517,4232997838,
518,4232997838,
519,4232997838,
520,4232997838,
521,4232997838,
522,4232997838,
523,4232997838,
524,4232997838,
525,4232997838,
526,4232997838,
527,4232997838,
528,4232997838,
529,4232997838,
530,4232997838,
531,4232997838,
532,4232997838,
533,4232997838,
534,4232997838,
535,4232997838,
536,4232997838,
537,4232997838,
538,4232997838,
539,4232997838,
540,4232997838,
541,4232997838,
542,4232997838,
543,4232997838,
544,4232997838,
545,4232997838,
546,4232997838,
547,4232997838,
548,4232997838,
549,4232997838,
550,4232997838,
551,7181775065,
552,7181775065,
553,7181775065,
554,7181775065,
555,7181775065,
556,7181775065,
557,7181775065,
558,7181775065,
559,7181775065,
560,7181775065,
561,7181775065,
562,7181775065,
563,7181775065,
564,7181775065,
565,7181775065,
566,7181775065,
567,7181775065,
568,7181775065,
569,7181775065,
570,7181775065,
571,7181775065,
572,7181775065,
573,7181775065,
574,7181775065,
575,7181775065,
576,7181775065,
577,7181775065,
578,7181775065,
579,7181775065,
580,7181775065,
581,7181775065,
582,7181775065,
583,7181775065,
584,7181775065,
585,7181775065,
586,7181775065,
587,7181775065,
588,7181775065,
589,7181775065,
590,7181775065,
591,7181775065,
592,7181775065,
593,7181775065,
594,7181775065,
595,7181775065,
596,7181775065,
597,7181775065,
598,7181775065,
599,7181775065,
600,7181775065,
601,4232305499,
602,4232305499,
603,4232305499,
604,4232305499,
605,4232305499,
606,4232305499,
607,4232305499,
608,4232305499,
609,4232305499,
610,4232305499,
611,4232305499,
612,4232305499,
613,4232305499,
614,4232305499,
615,4232305499,
616,4232305499,
617,4232305499,
618,4232305499,
619,4232305499,
620,4232305499,
621,4232305499,
622,4232305499,
623,4232305499,
624,4232305499,
625,4232305499,
626,4232305499,
627,4232305499,
628,4232305499,
629,4232305499,
630,4232305499,
631,4232305499,
632,4232305499,
633,4232305499,
634,4232305499,
635,4232305499,
636,4232305499,
637,4232305499,
638,4232305499,
639,4232305499,
640,4232305499,
641,4232305499,
642,4232305499,
643,4232305499,
644,4232305499,
645,4232305499,
646,4232305499,
647,4232305499,
648,4232305499,
649,4232305499,
650,4232305499,
651,5532904949,
652,5532904949,
653,5532904949,
654,5532904949,
655,5532904949,
656,5532904949,
657,5532904949,
658,5532904949,
659,5532904949,
660,5532904949,
661,5532904949,
662,5532904949,
663,5532904949,
664,5532904949,
665,5532904949,
666,5532904949,
667,5532904949,
668,5532904949,
669,5532904949,
670,5532904949,
671,5532904949,
672,5532904949,
673,5532904949,
674,5532904949,
675,5532904949,
676,5532904949,
677,5532904949,
678,5532904949,
679,5532904949,
680,5532904949,
681,5532904949,
682,5532904949,
683,5532904949,
684,5532904949,
685,5532904949,
686,5532904949,
687,5532904949,
688,5532904949,
689,5532904949,
690,5532904949,
691,5532904949,
692,5532904949,
693,5532904949,
694,5532904949,
695,5532904949,
696,5532904949,
697,5532904949,
698,5532904949,
699,5532904949,
700,5532904949,
701,5851564226,
702,5851564226,
703,5851564226,
704,5851564226,
705,5851564226,
706,5851564226,
707,5851564226,
708,5851564226,
709,5851564226,
710,5851564226,
711,5851564226,
712,5851564226,
713,5851564226,
714,5851564226,
715,5851564226,
716,5851564226,
717,5851564226,
718,5851564226,
719,5851564226,
720,5851564226,
721,5851564226,
722,5851564226,
723,5851564226,
724,5851564226,
725,5851564226,
726,5851564226,
727,5851564226,
728,5851564226,
729,5851564226,
730,5851564226,
731,5851564226,
732,5851564226,
733,5851564226,
734,5851564226,
735,5851564226,
736,5851564226,
737,5851564226,
738,5851564226,
739,5851564226,
740,5851564226,
741,5851564226,
742,5851564226,
743,5851564226,
744,5851564226,
745,5851564226,
746,5851564226,
747,5851564226,
748,5851564226,
749,5851564226,
750,5851564226,
751,4232906999,
752,4232906999,
753,4232906999,
754,4232906999,
755,4232906999,
756,4232906999,
757,4232906999,
758,4232906999,
759,4232906999,
760,4232906999,
761,4232906999,
762,4232906999,
763,4232906999,
764,4232906999,
765,4232906999,
766,4232906999,
767,4232906999,
768,4232906999,
769,4232906999,
770,4232906999,
771,4232906999,
772,4232906999,
773,4232906999,
774,4232906999,
775,4232906999,
776,4232906999,
777,4232906999,
778,4232906999,
779,4232906999,
780,4232906999,
781,4232906999,
782,4232906999,
783,4232906999,
784,4232906999,
785,4232906999,
786,4232906999,
787,4232906999,
788,4232906999,
789,4232906999,
790,4232906999,
791,4232906999,
792,4232906999,
793,4232906999,
794,4232906999,
795,4232906999,
796,4232906999,
797,4232906999,
798,4232906999,
799,4232906999,
800,4232906999,
801,5338251311,
802,5338251311,
803,5338251311,
804,5338251311,
805,5338251311,
806,5338251311,
807,5338251311,
808,5338251311,
809,5338251311,
810,5338251311,
811,5338251311,
812,5338251311,
813,5338251311,
814,5338251311,
815,5338251311,
816,5338251311,
817,5338251311,
818,5338251311,
819,5338251311,
820,5338251311,
821,5338251311,
822,5338251311,
823,5338251311,
824,5338251311,
825,5338251311,
826,5338251311,
827,5338251311,
828,5338251311,
829,5338251311,
830,5338251311,
831,5338251311,
832,5338251311,
833,5338251311,
834,5338251311,
835,5338251311,
836,5338251311,
837,5338251311,
838,5338251311,
839,5338251311,
840,5338251311,
841,5338251311,
842,5338251311,
843,5338251311,
844,5338251311,
845,5338251311,
846,5338251311,
847,5338251311,
848,5338251311,
849,5338251311,
850,5338251311,
851,7015432448,
852,7015432448,
853,7015432448,
854,7015432448,
855,7015432448,
856,7015432448,
857,7015432448,
858,7015432448,
859,7015432448,
860,7015432448,
861,7015432448,
862,7015432448,
863,7015432448,
864,7015432448,
865,7015432448,
866,7015432448,
867,7015432448,
868,7015432448,
869,7015432448,
870,7015432448,
871,7015432448,
872,7015432448,
873,7015432448,
874,7015432448,
875,7015432448,
876,7015432448,
877,7015432448,
878,7015432448,
879,7015432448,
880,7015432448,
881,7015432448,
882,7015432448,
883,7015432448,
884,7015432448,
885,7015432448,
886,7015432448,
887,7015432448,
888,7015432448,
889,7015432448,
890,7015432448,
891,7015432448,
892,7015432448,
893,7015432448,
894,7015432448,
895,7015432448,
896,7015432448,
897,7015432448,
898,7015432448,
899,7015432448,
900,7015432448,
901,3732986670,
902,3732986670,
903,3732986670,
904,3732986670,
905,3732986670,
906,3732986670,
907,3732986670,
908,3732986670,
909,3732986670,
910,3732986670,
911,3732986670,
912,3732986670,
913,3732986670,
914,3732986670,
915,3732986670,
916,3732986670,
917,3732986670,
918,3732986670,
919,3732986670,
920,3732986670,
921,3732986670,
922,3732986670,
923,3732986670,
924,3732986670,
925,3732986670,
926,3732986670,
927,3732986670,
928,3732986670,
929,3732986670,
930,3732986670,
931,3732986670,
932,3732986670,
933,3732986670,
934,3732986670,
935,3732986670,
936,3732986670,
937,3732986670,
938,3732986670,
939,3732986670,
940,3732986670,
941,3732986670,
942,3732986670,
943,3732986670,
944,3732986670,
945,3732986670,
946,3732986670,
947,3732986670,
948,3732986670,
949,3732986670,
950,3732986670,
951,4907097615,
952,4907097615,
953,4907097615,
954,4907097615,
955,4907097615,
956,4907097615,
957,4907097615,
958,4907097615,
959,4907097615,
960,4907097615,
961,4907097615,
962,4907097615,
963,4907097615,
964,4907097615,
965,4907097615,
966,4907097615,
967,4907097615,
968,4907097615,
969,4907097615,
970,4907097615,
971,4907097615,
972,4907097615,
973,4907097615,
974,4907097615,
975,4907097615,
976,4907097615,
977,4907097615,
978,4907097615,
979,4907097615,
980,4907097615,
981,4907097615,
982,4907097615,
983,4907097615,
984,4907097615,
985,4907097615,
986,4907097615,
987,4907097615,
988,4907097615,
989,4907097615,
990,4907097615,
991,4907097615,
992,4907097615,
993,4907097615,
994,4907097615,
995,4907097615,
996,4907097615,
997,4907097615,
998,4907097615,
999,4907097615,
1000,4907097615,
1001,4732996758,
1002,4732996758,
1003,4732996758,
1004,4732996758,
1005,4732996758,
1006,4732996758,
1007,4732996758,
1008,4732996758,
1009,4732996758,
1010,4732996758,
1011,4732996758,
1012,4732996758,
1013,4732996758,
1014,4732996758,
1015,4732996758,
1016,4732996758,
1017,4732996758,
1018,4732996758,
1019,4732996758,
1020,4732996758,
1021,4732996758,
1022,4732996758,
1023,4732996758,
1024,4732996758,
1025,4732996758,
1026,4732996758,
1027,4732996758,
1028,4732996758,
1029,4732996758,
1030,4732996758,
1031,4732996758,
1032,4732996758,
1033,4732996758,
1034,4732996758,
1035,4732996758,
1036,4732996758,
1037,4732996758,
1038,4732996758,
1039,4732996758,
1040,4732996758,
1041,4732996758,
1042,4732996758,
1043,4732996758,
1044,4732996758,
1045,4732996758,
1046,4732996758,
1047,4732996758,
1048,4732996758,
1049,4732996758,
1050,4732996758,
1051,4618715945,
1052,4618715945,
1053,4618715945,
1054,4618715945,
1055,4618715945,
1056,4618715945,
1057,4618715945,
1058,4618715945,
1059,4618715945,
1060,4618715945,
1061,4618715945,
1062,4618715945,
1063,4618715945,
1064,4618715945,
1065,4618715945,
1066,4618715945,
1067,4618715945,
1068,4618715945,
1069,4618715945,
1070,4618715945,
1071,4618715945,
1072,4618715945,
1073,4618715945,
1074,4618715945,
1075,4618715945,
1076,4618715945,
1077,4618715945,
1078,4618715945,
1079,4618715945,
1080,4618715945,
1081,4618715945,
1082,4618715945,
1083,4618715945,
1084,4618715945,
1085,4618715945,
1086,4618715945,
1087,4618715945,
1088,4618715945,
1089,4618715945,
1090,4618715945,
1091,4618715945,
1092,4618715945,
1093,4618715945,
1094,4618715945,
1095,4618715945,
1096,4618715945,
1097,4618715945,
1098,4618715945,
1099,4618715945,
1100,4618715945,
1101,5618607025,
1102,5618607025,
1103,5618607025,
1104,5618607025,
1105,5618607025,
1106,5618607025,
1107,5618607025,
1108,5618607025,
1109,5618607025,
1110,5618607025,
1111,5618607025,
1112,5618607025,
1113,5618607025,
1114,5618607025,
1115,5618607025,
1116,5618607025,
1117,5618607025,
1118,5618607025,
1119,5618607025,
1120,5618607025,
1121,5618607025,
1122,5618607025,
1123,5618607025,
1124,5618607025,
1125,5618607025,
1126,5618607025,
1127,5618607025,
1128,5618607025,
1129,5618607025,
1130,5618607025,
1131,5618607025,
1132,5618607025,
1133,5618607025,
1134,5618607025,
1135,5618607025,
1136,5618607025,
1137,5618607025,
1138,5618607025,
1139,5618607025,
1140,5618607025,
1141,5618607025,
1142,5618607025,
1143,5618607025,
1144,5618607025,
1145,5618607025,
1146,5618607025,
1147,5618607025,
1148,5618607025,
1149,5618607025,
1150,5618607025,
1151,4476813102,
1152,4476813102,
1153,4476813102,
1154,4476813102,
1155,4476813102,
1156,4476813102,
1157,4476813102,
1158,4476813102,
1159,4476813102,
1160,4476813102,
1161,4476813102,
1162,4476813102,
1163,4476813102,
1164,4476813102,
1165,4476813102,
1166,4476813102,
1167,4476813102,
1168,4476813102,
1169,4476813102,
1170,4476813102,
1171,4476813102,
1172,4476813102,
1173,4476813102,
1174,4476813102,
1175,4476813102,
1176,4476813102,
1177,4476813102,
1178,4476813102,
1179,4476813102,
1180,4476813102,
1181,4476813102,
1182,4476813102,
1183,4476813102,
1184,4476813102,
1185,4476813102,
1186,4476813102,
1187,4476813102,
1188,4476813102,
1189,4476813102,
1190,4476813102,
1191,4476813102,
1192,4476813102,
1193,4476813102,
1194,4476813102,
1195,4476813102,
1196,4476813102,
1197,4476813102,
1198,4476813102,
1199,4476813102,
1200,4476813102,
1201,6917557234,
1202,6917557234,
1203,6917557234,
1204,6917557234,
1205,6917557234,
1206,6917557234,
1207,6917557234,
1208,6917557234,
1209,6917557234,
1210,6917557234,
1211,6917557234,
1212,6917557234,
1213,6917557234,
1214,6917557234,
1215,6917557234,
1216,6917557234,
1217,6917557234,
1218,6917557234,
1219,6917557234,
1220,6917557234,
1221,6917557234,
1222,6917557234,
1223,6917557234,
1224,6917557234,
1225,6917557234,
1226,6917557234,
1227,6917557234,
1228,6917557234,
1229,6917557234,
1230,6917557234,
1231,6917557234,
1232,6917557234,
1233,6917557234,
1234,6917557234,
1235,6917557234,
1236,6917557234,
1237,6917557234,
1238,6917557234,
1239,6917557234,
1240,6917557234,
1241,6917557234,
1242,6917557234,
1243,6917557234,
1244,6917557234,
1245,6917557234,
1246,6917557234,
1247,6917557234,
1248,6917557234,
1249,6917557234,
1250,6917557234,
1251,9659564612,
1252,9659564612,
1253,9659564612,
1254,9659564612,
1255,9659564612,
1256,9659564612,
1257,9659564612,
1258,9659564612,
1259,9659564612,
1260,9659564612,
1261,9659564612,
1262,9659564612,
1263,9659564612,
1264,9659564612,
1265,9659564612,
1266,9659564612,
1267,9659564612,
1268,9659564612,
1269,9659564612,
1270,9659564612,
1271,9659564612,
1272,9659564612,
1273,9659564612,
1274,9659564612,
1275,9659564612,
1276,9659564612,
1277,9659564612,
1278,9659564612,
1279,9659564612,
1280,9659564612,
1281,9659564612,
1282,9659564612,
1283,9659564612,
1284,9659564612,
1285,9659564612,
1286,9659564612,
1287,9659564612,
1288,9659564612,
1289,9659564612,
1290,9659564612,
1291,9659564612,
1292,9659564612,
1293,9659564612,
1294,9659564612,
1295,9659564612,
1296,9659564612,
1297,9659564612,
1298,9659564612,
1299,9659564612,
1300,9659564612,
1301,6635593007,
1302,6635593007,
1303,6635593007,
1304,6635593007,
1305,6635593007,
1306,6635593007,
1307,6635593007,
1308,6635593007,
1309,6635593007,
1310,6635593007,
1311,6635593007,
1312,6635593007,
1313,6635593007,
1314,6635593007,
1315,6635593007,
1316,6635593007,
1317,6635593007,
1318,6635593007,
1319,6635593007,
1320,6635593007,
1321,6635593007,
1322,6635593007,
1323,6635593007,
1324,6635593007,
1325,6635593007,
1326,6635593007,
1327,6635593007,
1328,6635593007,
1329,6635593007,
1330,6635593007,
1331,6635593007,
1332,6635593007,
1333,6635593007,
1334,6635593007,
1335,6635593007,
1336,6635593007,
1337,6635593007,
1338,6635593007,
1339,6635593007,
1340,6635593007,
1341,6635593007,
1342,6635593007,
1343,6635593007,
1344,6635593007,
1345,6635593007,
1346,6635593007,
1347,6635593007,
1348,6635593007,
1349,6635593007,
1350,6635593007,
1351,7917129514,
1352,7917129514,
1353,7917129514,
1354,7917129514,
1355,7917129514,
1356,7917129514,
1357,7917129514,
1358,7917129514,
1359,7917129514,
1360,7917129514,
1361,7917129514,
1362,7917129514,
1363,7917129514,
1364,7917129514,
1365,7917129514,
1366,7917129514,
1367,7917129514,
1368,7917129514,
1369,7917129514,
1370,7917129514,
1371,7917129514,
1372,7917129514,
1373,7917129514,
1374,7917129514,
1375,7917129514,
1376,7917129514,
1377,7917129514,
1378,7917129514,
1379,7917129514,
1380,7917129514,
1381,7917129514,
1382,7917129514,
1383,7917129514,
1384,7917129514,
1385,7917129514,
1386,7917129514,
1387,7917129514,
1388,7917129514,
1389,7917129514,
1390,7917129514,
1391,7917129514,
1392,7917129514,
1393,7917129514,
1394,7917129514,
1395,7917129514,
1396,7917129514,
1397,7917129514,
1398,7917129514,
1399,7917129514,
1400,7917129514,
1401,6217156579,
1402,6217156579,
1403,6217156579,
1404,6217156579,
1405,6217156579,
1406,6217156579,
1407,6217156579,
1408,6217156579,
1409,6217156579,
1410,6217156579,
1411,6217156579,
1412,6217156579,
1413,6217156579,
1414,6217156579,
1415,6217156579,
1416,6217156579,
1417,6217156579,
1418,6217156579,
1419,6217156579,
1420,6217156579,
1421,6217156579,
1422,6217156579,
1423,6217156579,
1424,6217156579,
1425,6217156579,
1426,6217156579,
1427,6217156579,
1428,6217156579,
1429,6217156579,
1430,6217156579,
1431,6217156579,
1432,6217156579,
1433,6217156579,
1434,6217156579,
1435,6217156579,
1436,6217156579,
1437,6217156579,
1438,6217156579,
1439,6217156579,
1440,6217156579,
1441,6217156579,
1442,6217156579,
1443,6217156579,
1444,6217156579,
1445,6217156579,
1446,6217156579,
1447,6217156579,
1448,6217156579,
1449,6217156579,
1450,6217156579,
1451,5435343989,
1452,5435343989,
1453,5435343989,
1454,5435343989,
1455,5435343989,
1456,5435343989,
1457,5435343989,
1458,5435343989,
1459,5435343989,
1460,5435343989,
1461,5435343989,
1462,5435343989,
1463,5435343989,
1464,5435343989,
1465,5435343989,
1466,5435343989,
1467,5435343989,
1468,5435343989,
1469,5435343989,
1470,5435343989,
1471,5435343989,
1472,5435343989,
1473,5435343989,
1474,5435343989,
1475,5435343989,
1476,5435343989,
1477,5435343989,
1478,5435343989,
1479,5435343989,
1480,5435343989,
1481,5435343989,
1482,5435343989,
1483,5435343989,
1484,5435343989,
1485,5435343989,
1486,5435343989,
1487,5435343989,
1488,5435343989,
1489,5435343989,
1490,5435343989,
1491,5435343989,
1492,5435343989,
1493,5435343989,
1494,5435343989,
1495,5435343989,
1496,5435343989,
1497,5435343989,
1498,5435343989,
1499,5435343989,
1500,5435343989,
1501,4610248113,
1502,4610248113,
1503,4610248113,
1504,4610248113,
1505,4610248113,
1506,4610248113,
1507,4610248113,
1508,4610248113,
1509,4610248113,
1510,4610248113,
1511,4610248113,
1512,4610248113,
1513,4610248113,
1514,4610248113,
1515,4610248113,
1516,4610248113,
1517,4610248113,
1518,4610248113,
1519,4610248113,
1520,4610248113,
1521,4610248113,
1522,4610248113,
1523,4610248113,
1524,4610248113,
1525,4610248113,
1526,4610248113,
1527,4610248113,
1528,4610248113,
1529,4610248113,
1530,4610248113,
1531,4610248113,
1532,4610248113,
1533,4610248113,
1534,4610248113,
1535,4610248113,
1536,4610248113,
1537,4610248113,
1538,4610248113,
1539,4610248113,
1540,4610248113,
1541,4610248113,
1542,4610248113,
1543,4610248113,
1544,4610248113,
1545,4610248113,
1546,4610248113,
1547,4610248113,
1548,4610248113,
1549,4610248113,
1550,4610248113,
1551,6432726201,
1552,6432726201,
1553,6432726201,
1554,6432726201,
1555,6432726201,
1556,6432726201,
1557,6432726201,
1558,6432726201,
1559,6432726201,
1560,6432726201,
1561,6432726201,
1562,6432726201,
1563,6432726201,
1564,6432726201,
1565,6432726201,
1566,6432726201,
1567,6432726201,
1568,6432726201,
1569,6432726201,
1570,6432726201,
1571,6432726201,
1572,6432726201,
1573,6432726201,
1574,6432726201,
1575,6432726201,
1576,6432726201,
1577,6432726201,
1578,6432726201,
1579,6432726201,
1580,6432726201,
1581,6432726201,
1582,6432726201,
1583,6432726201,
1584,6432726201,
1585,6432726201,
1586,6432726201,
1587,6432726201,
1588,6432726201,
1589,6432726201,
1590,6432726201,
1591,5133149808,
1592,5133149808,
1593,5133149808,
1594,5133149808,
1595,5133149808,
1596,5133149808,
1597,5133149808,
1598,5133149808,
1599,5133149808,
1600,5133149808,
1601,5133149808,
1602,5133149808,
1603,5133149808,
1604,5133149808,
1605,5133149808,
1606,5133149808,
1607,5133149808,
1608,5133149808,
1609,5133149808,
1610,5133149808,
1611,5133149808,
1612,5133149808,
1613,5133149808,
1614,5133149808,
1615,5133149808,
1616,5133149808,
1617,5133149808,
1618,5133149808,
1619,5133149808,
1620,5133149808,
1621,5133149808,
1622,5133149808,
1623,5133149808,
1624,5133149808,
1625,5133149808,
1626,5133149808,
1627,5133149808,
1628,5133149808,
1629,5133149808,
1630,5133149808,
1631,5133149808,
1632,5133149808,
1633,5133149808,
1634,5133149808,
1635,5133149808,
1636,5133149808,
1637,5133149808,
1638,5133149808,
1639,5133149808,
1640,5133149808,
1641,13026298468,
1642,13026298468,
1643,13026298468,
1644,13026298468,
1645,13026298468,
1646,13026298468,
1647,13026298468,
1648,13026298468,
1649,13026298468,
1650,13026298468,
1651,13026298468,
1652,13026298468,
1653,13026298468,
1654,13026298468,
1655,13026298468,
1656,13026298468,
1657,13026298468,
1658,13026298468,
1659,13026298468,
1660,13026298468,
1661,13026298468,
1662,13026298468,
1663,13026298468,
1664,13026298468,
1665,13026298468,
